id,phy,clas,ord,fam,gen,tx,txa
5708,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista,Pista
5709,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista bansei,Pista bansei
5710,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista bansei sensu Jirkov,Pista bansei
5711,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista cretacea,Pista cretacea
5712,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista cristata,Pista cristata
5713,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista cristata sensu Jirkov,Pista cristata
5714,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista elongata,Pista elongata
5715,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista lornensis,Pista lornensis
6523,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Scionella lornensis,Pista lornensis
918,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Axionice maculata,Pista maculata
5716,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista maculata,Pista maculata
5717,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista malmgreni,Pista mediterranea
5718,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista malmgreni sensu Jirkov,Pista mediterranea
5719,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista mediterranea,Pista mediterranea
5720,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,Pista unibranchia,Pista unibranchia
5721,Annelida,Polychaeta,Terebellida,Terebellidae,Pistella,Pistella lornensis,Pistella lornensis
5722,Mollusca,Bivalvia,Venerida,Veneridae,Pitar,Pitar rudis,Pitar rudis
5723,Annelida,Polychaeta,Sabellida,Serpulidae,Placostegus,Placostegus tridentatus,Placostegus tridentatus
5725,Bryozoa,Stenolaemata,Cyclostomatida,Plagioeciidae,Plagioecia,Plagioecia,Plagioecia
5724,Bryozoa,Stenolaemata,Cyclostomatida,Plagioeciidae,Plagioecia,Plagioecea patina,Plagioecia patina
5726,Bryozoa,Stenolaemata,Cyclostomatida,Plagioeciidae,Plagioecia,Plagioecia patina,Plagioecia patina
5727,Bryozoa,Stenolaemata,Cyclostomatida,Plagioeciidae,Plagioecia,Plagioecia sarniensis,Plagioecia sarniensis
5728,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Plagyostila,Plagyostila asturiana,Plagyostila asturiana
5729,Annelida,Polychaeta,Phyllodocida,Syllidae,Plakosyllis,Plakosyllis brevipes,Plakosyllis brevipes
5730,Platyhelminthes,Rhabditophora,Tricladida,Planariidae,Planaria,Planaria,Planaria
5731,Platyhelminthes,Rhabditophora,Tricladida,Planariidae,Planaria,Planaria torva,Planaria torva
5732,Platyhelminthes,Rhabditophora,Tricladida,Planariidae,,Planariidae,Planariidae
5733,Mollusca,Gastropoda,,Planorbidae,Planorbarius,Planorbarius corneus,Planorbarius corneus
5734,Mollusca,Gastropoda,,Planorbidae,,Planorbidae,Planorbidae
5735,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis,Planorbis
5736,Mollusca,Gastropoda,,Planorbidae,Planorbis,Planorbis planorbis,Planorbis planorbis
5737,Foraminifera,Globothalamea,Rotaliida,Planorbulinidae,Planorbulina,Planorbulina mediterranensis,Planorbulina mediterranensis
5738,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys flesus,Platichthys flesus
5739,Arthropoda,Malacostraca,Cumacea,Platyaspidae,Platyaspis,Platyaspis,Platyaspis
5740,Arthropoda,Insecta,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,Platycnemis pennipes
5741,Platyhelminthes,,,,,Platyhelminth,Platyhelminthes
5742,Platyhelminthes,,,,,PLATYHELMINTHE,Platyhelminthes
5743,Platyhelminthes,,,,,Platyhelminthes,Platyhelminthes
5744,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,Platynereis,Platynereis
5745,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,Platynereis dumerilii,Platynereis dumerilii
5746,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,Platynereis dumerilli,Platynereis dumerilii
5747,Arthropoda,Malacostraca,Cumacea,Lampropidae,Platysympus,Platysympus typicus,Platysympus typicus
5748,Arthropoda,Malacostraca,Cumacea,Lampropidae,Platytyphlops,Platytyphlops,Platytyphlops
5749,Arthropoda,Insecta,Plecoptera,,,Plecoptera,Plecoptera
4834,Platyhelminthes,Rhabditophora,Polycladida,Notoplanidae,Pleioplana,Notoplana atomata,Pleioplana atomata
5750,Platyhelminthes,Rhabditophora,Polycladida,Pleioplanidae,Pleioplana,Pleioplana atomata,Pleioplana atomata
388,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Pleonexes,Ampithoe helleri,Pleonexes helleri
5752,Bryozoa,Gymnolaemata,Cheilostomatida,Hippothoidae,Plesiothoa,Plesiothoa gigerium,Plesiothoa gigerium
5753,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,Pleurobrachia pileus,Pleurobrachia pileus
5754,Mollusca,Gastropoda,Pleurobranchomorpha,Pleurobranchidae,,Pleurobranchidae,Pleurobranchidae
5755,Mollusca,Gastropoda,Pleurobranchomorpha,Pleurobranchidae,Pleurobranchus,Pleurobranchus membranaceus,Pleurobranchus membranaceus
5756,Arthropoda,Malacostraca,Isopoda,Bopyridae,Pleurocrypta,Pleurocrypta,Pleurocrypta
5757,Arthropoda,Malacostraca,Isopoda,Bopyridae,Pleurocrypta,Pleurocrypta galateae,Pleurocrypta galateae
5758,Arthropoda,Malacostraca,Isopoda,Bopyridae,Pleurocrypta,Pleurocrypta galathaea,Pleurocrypta galateae
5759,Arthropoda,Malacostraca,Isopoda,Bopyridae,Pleurocrypta,Pleurocrypta galatheae,Pleurocrypta galateae
5761,Arthropoda,Malacostraca,Isopoda,Bopyridae,Pleurocrypta,Pleurocrypta marginata,Pleurocrypta galateae
5760,Arthropoda,Malacostraca,Isopoda,Bopyridae,Pleurocrypta,Pleurocrypta longibranchiata,Pleurocrypta longibranchiata
5762,Arthropoda,Malacostraca,Isopoda,Bopyridae,Pleurocrypta,Pleurocrypta microbranchiata,Pleurocrypta microbranchiata
5763,Arthropoda,Malacostraca,Isopoda,Bopyridae,Pleurocrypta,Pleurocrypta porcellanae,Pleurocrypta porcellanaelongicornis
5764,Arthropoda,Malacostraca,Isopoda,Bopyridae,Pleurocrypta,Pleurocrypta porcellanaelongicornis,Pleurocrypta porcellanaelongicornis
5766,Arthropoda,Malacostraca,Isopoda,Paramunnidae,Pleurogonium,Pleurogonium,Pleurogonium
5767,Arthropoda,Malacostraca,Isopoda,Paramunnidae,Pleurogonium,Pleurogonium inerme,Pleurogonium inerme
5768,Arthropoda,Malacostraca,Isopoda,Paramunnidae,Pleurogonium,Pleurogonium rubicundum,Pleurogonium rubicundum
5769,Arthropoda,Malacostraca,Isopoda,Paramunnidae,Pleurogonium,Pleurogonium spinosissimum,Pleurogonium spinosissimum
5770,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,Pleuronectes platessa
5771,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,Pleuronectidae,Pleuronectidae
5772,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,Pleuronectidaes,Pleuronectidae
5773,Chordata,Actinopterygii,Pleuronectiformes,,,PLEURONECTIFORME,Pleuronectiformes
5774,Chordata,Actinopterygii,Pleuronectiformes,,,Pleuronectiformes,Pleuronectiformes
5775,Chordata,Actinopterygii,Pleuronectiformes,,,Pleuronectiformess,Pleuronectiformes
5776,Arthropoda,Malacostraca,Amphipoda,Pleustidae,,Pleustidae,Pleustidae
5777,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Pleusymtes,Pleusymtes glaber,Pleusymtes glaber
5778,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Pleusymtes,Pleusymtes pulchella,Pleusymtes pulchella
5779,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,,Plexauridae,Plexauridae
5780,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,Plocamium cartilagineum,Plocamium cartilagineum
5781,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Plumaria,Plumaria plumosa,Plumaria plumosa
5783,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,Plumularia,Plumularia
4485,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,Monotheca obliqua,Plumularia obliqua
5784,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia,Plumularia setacea,Plumularia setacea
5782,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,,Plumariidae,Plumulariidae
5785,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,,Plumulariidae,Plumulariidae
5786,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,,Plumulariinae,Plumulariidae
5788,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis,Podarkeopsis,Podarkeopsis
5789,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis,Podarkeopsis arenicolus,Podarkeopsis arenicolus
2987,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis,Gyptis brevipalpa,Podarkeopsis brevipalpa
2988,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis,Gyptis capensis,Podarkeopsis capensis
5790,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis,Podarkeopsis capensis,Podarkeopsis capensis
2990,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis,Gyptis helgolandica,Podarkeopsis helgolandicus
5791,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis,Podarkeopsis helgolandicus,Podarkeopsis helgolandicus
5793,Arthropoda,Malacostraca,Amphipoda,Podoceridae,,Podoceridae,Podoceridae
5794,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Podocerus,Podocerus variegatus,Podocerus variegatus
5795,Arthropoda,Ostracoda,Podocopida,,,Podocopida,Podocopida
5796,Arthropoda,Ostracoda,Podocopida,,,PODOCOPIDA,Podocopida
5799,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Podocoryna,Podocoryne,Podocoryna
5800,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Podocoryna,Podocoryne areolata,Podocoryna areolata
5797,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Podocoryna,Podocoryna borealis,Podocoryna borealis
3321,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Podocoryna,Hydractinia carnea,Podocoryna carnea
5798,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Podocoryna,Podocoryna carnea,Podocoryna carnea
5802,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,Pododesmus,Pododesmus
5803,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,Pododesmus Monia,Pododesmus
4456,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,Monia patelliformis,Pododesmus patelliformis
5804,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,Pododesmus patelliformis,Pododesmus patelliformis
4457,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,Monia squama,Pododesmus squama
5805,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,Pododesmus squama,Pododesmus squama
5806,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Podon,Podon,Podon
5807,Arthropoda,Malacostraca,Amphipoda,Podoprionidae,Podoprion,Podoprion bolivari,Podoprion bolivari
5808,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,Poecilochaetus,Poecilochaetus
5809,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,Poecilochaetus fulgoris,Poecilochaetus fulgoris
5810,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,Poecilochaetus serpens,Poecilochaetus serpens
5811,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,Poecilocheatus serpens,Poecilochaetus serpens
5812,Porifera,Demospongiae,Poecilosclerida,,,POECILOSCLERIDA,Poecilosclerida
5815,Mollusca,Bivalvia,,Lyonsiellidae,Policordia,Policordia,Policordia
5816,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Polinices,Polinices,Polinices
5823,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Polinices,Polinices polianus,Polinices
5825,Mollusca,Bivalvia,Venerida,Veneridae,Polititapes,Polititapes,Polititapes
5826,Mollusca,Bivalvia,Venerida,Veneridae,Polititapes,Polititapes aureus,Polititapes aureus
7114,Mollusca,Bivalvia,Venerida,Veneridae,Polititapes,Tapes aureus,Polititapes aureus
5235,Mollusca,Bivalvia,Venerida,Veneridae,Polititapes,Paphia rhomboides,Polititapes rhomboides
5827,Mollusca,Bivalvia,Venerida,Veneridae,Polititapes,Polititapes rhomboides,Polititapes rhomboides
5828,Mollusca,Bivalvia,Venerida,Veneridae,Polititapes,Polititapes virgineus,Polititapes rhomboides
7117,Mollusca,Bivalvia,Venerida,Veneridae,Polititapes,Tapes rhomboides,Polititapes rhomboides
7574,Mollusca,Bivalvia,Venerida,Veneridae,Polititapes,Venerupis rhomboides,Polititapes rhomboides
5829,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Politolana,Politolana microphthalma,Politolana microphthalma
5830,Arthropoda,Malacostraca,Decapoda,Polybiidae,Polybius,Polybius henslowii,Polybius henslowii
5831,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Polycarpa,Polycarpa,Polycarpa
5832,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Polycarpa,Polycarpa fibrosa,Polycarpa fibrosa
5836,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Polycarpa,Polycarpus fibrosa,Polycarpa fibrosa
5833,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Polycarpa,Polycarpa gracilis,Polycarpa gracilis
5834,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Polycarpa,Polycarpa pomaria,Polycarpa pomaria
5835,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Polycarpa,Polycarpa scuba,Polycarpa scuba
5837,Arthropoda,Insecta,Trichoptera,Polycentropodidae,,Polycentropodidae,Polycentropodidae
5838,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Polycera,Polycera faeroensis,Polycera faeroensis
5839,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Polycera,Polycera quadrilineata,Polycera quadrilineata
5840,Mollusca,Gastropoda,Nudibranchia,Polyceridae,,Polyceridae,Polyceridae
5844,Annelida,Polychaeta,,,Polychaeta,Polychaeta incertae sedis,Polychaeta
2229,Annelida,Polychaeta,,,,Echiura,Polychaeta
2230,Annelida,Polychaeta,,,,ECHIURA,Polychaeta
2231,Annelida,Polychaeta,,,,Echiuran,Polychaeta
5841,Annelida,Polychaeta,,,,Polychaeta,Polychaeta
5842,Annelida,Polychaeta,,,,POLYCHAETA,Polychaeta
5843,Annelida,Polychaeta,,,,Polychaeta fragments,Polychaeta
6091,Annelida,Polychaeta,,,,Protodrilidae,Polychaeta
7517,Annelida,Polychaeta,,,,Unidet Polychaeta,Polychaeta
5847,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus,Polycirrus
5854,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus heads only,Polycirrus
5848,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus arcticus,Polycirrus arcticus
5849,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus arenivorus,Polycirrus arenivorus
5850,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus aurantiacus,Polycirrus aurantiacus
5851,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus caliendrum,Polycirrus caliendrum
5852,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus denticulatus,Polycirrus denticulatus
5853,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus haematodes,Polycirrus haematodes
5855,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus latidens,Polycirrus latidens
5856,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus medusa,Polycirrus medusa
5857,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus norvegicus,Polycirrus norvegicus
5858,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus plumosus,Polycirrus plumosus
5859,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus,Polycirrus tenuisetis,Polycirrus tenuisetis
5860,Platyhelminthes,Rhabditophora,Polycladida,,,Polycladida,Polycladida
5861,Platyhelminthes,Rhabditophora,Polycladida,,,POLYCLADIDA,Polycladida
5862,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,,Polyclinidae,Polyclinidae
5863,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Polyclinum,Polyclinum aurantium,Polyclinum aurantium
5864,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora,Polydora
5865,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora B calcaera,Polydora
5885,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora undescribed,Polydora
5880,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora (Polydora),Polydora (Polydora)
5870,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora ciliata,Polydora ciliata
5871,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora cornuta,Polydora cornuta
5877,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora hermaphroditica,Polydora hermaphroditica
5878,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora hoplura,Polydora hoplura
5879,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora limicola,Polydora limicola
5886,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Polygireulima,Polygireulima,Polygireulima
5889,Annelida,Polychaeta,,Polygordiidae,,Polygordiidae,Polygordiidae
5890,Annelida,Polychaeta,,Polygordiidae,Polygordius,Polygordius,Polygordius
5891,Annelida,Polychaeta,,Polygordiidae,Polygordius,Polygordius appendiculatus,Polygordius appendiculatus
5892,Annelida,Polychaeta,,Polygordiidae,Polygordius,Polygordius lacteus,Polygordius lacteus
5893,Rhodophyta,Florideophyceae,Gigartinales,Polyidaceae,Polyides,Polyides rotundus,Polyides rotunda
5894,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,Polymastia,Polymastia
5895,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,Polymastia mammilaris,Polymastia mamillaris
5896,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,Polymastia pencillitus,Polymastia penicillus
5897,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,Polymastia penicillus,Polymastia penicillus
5898,Porifera,Demospongiae,Polymastiida,Polymastiidae,,Polymastididae,Polymastiidae
5899,Porifera,Demospongiae,Polymastiida,Polymastiidae,,Polymastiidae,Polymastiidae
5900,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polynoe,Polynoe,Polynoe
5902,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polynoe,Polynoe scolopendrina,Polynoe scolopendrina
3145,Annelida,Polychaeta,Phyllodocida,Polynoidae,,Harmothoinae,Polynoidae
3692,Annelida,Polychaeta,Phyllodocida,Polynoidae,,Lepidonotinae,Polynoidae
5903,Annelida,Polychaeta,Phyllodocida,Polynoidae,,Polynoidae,Polynoidae
5904,Annelida,Polychaeta,Phyllodocida,Polynoidae,,Polynoidae Gattyana cirrhosa,Polynoidae
5905,Annelida,Polychaeta,Phyllodocida,Polynoidae,,Polynoidae Malmgreniella andreapolis,Polynoidae
5906,Annelida,Polychaeta,Phyllodocida,Polynoidae,,Polynoidaes,Polynoidae
5907,Annelida,Polychaeta,Phyllodocida,Polynoidae,,Polynoidae SCALE LES,Polynoidae
5908,Annelida,Polychaeta,Phyllodocida,Polynoidae,,Polynoinae,Polynoidae
5909,Annelida,Polychaeta,,Opheliidae,Polyophthalmus,Polyophthalmus pictus,Polyophthalmus pictus
5910,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum,Polypedilum
5911,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum (Polypedilum) nubeculosum,Polypedilum (Polypedilum) nubeculosum
5912,Arthropoda,Branchiopoda,Onychopoda,Polyphemidae,Polyphemus,Polyphemus pediculus,Polyphemus pediculus
5913,Annelida,Polychaeta,,Scalibregmatidae,Polyphysia,Polyphysia,Polyphysia
5914,Annelida,Polychaeta,,Scalibregmatidae,Polyphysia,Polyphysia crassa,Polyphysia crassa
5915,Mollusca,Polyplacophora,,,,Polyplacophora,Polyplacophora
5916,Mollusca,Polyplacophora,,,,POLYPLACOPHORA,Polyplacophora
5918,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia,Polysiphonia
5922,Annelida,Polychaeta,Sabellida,Serpulidae,Pomatoceros,Pomatoceros lamarckii,Pomatoceros lamarcki
5924,Chordata,Actinopterygii,Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus,Pomatoschistus
5925,Chordata,Actinopterygii,Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus lozanoi,Pomatoschistus lozanoi
5926,Chordata,Actinopterygii,Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus minutus,Pomatoschistus minutus
5927,Chordata,Actinopterygii,Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus pictus,Pomatoschistus pictus
5928,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Pontaster,Pontaster,Pontaster
5929,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Pontaster,Pontaster tenuispinus,Pontaster tenuispinus
5930,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Pontobdella,Pontobdella,Pontobdella
5931,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Pontocrates,Pontocrates,Pontocrates
5932,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Pontocrates,Pontocrates altamarinus,Pontocrates altamarinus
5933,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Pontocrates,Pontocrates arcticus,Pontocrates arcticus
5934,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Pontocrates,Pontocrates arenarius,Pontocrates arenarius
5935,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Pontogenia,Pontogenia chrysocoma,Pontogenia chrysocoma
5936,Nematoda,Enoplea,Enoplida,Oncholaimidae,Pontonema,Pontonema,Pontonema
5937,Arthropoda,Malacostraca,Decapoda,Crangonidae,Pontophilus,Pontophilus,Pontophilus
5941,Arthropoda,Malacostraca,Decapoda,Crangonidae,Pontophilus,Pontophilus norvegicus,Pontophilus norvegicus
5942,Arthropoda,Malacostraca,Decapoda,Crangonidae,Pontophilus,Pontophilus spinosus,Pontophilus spinosus
5944,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Pontoporeia,Pontoporeia,Pontoporeia
5945,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Pontoporeia,Pontoporeia femorata,Pontoporeia femorata
5947,Echinodermata,Asteroidea,Valvatida,Poraniidae,,Poraniidae,Poraniidae
5948,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Porcellana,Porcellana,Porcellana
5949,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Porcellana,Porcellana platycheles,Porcellana platycheles
5950,Arthropoda,Malacostraca,Decapoda,Porcellanidae,,Porcellanidae,Porcellanidae
5951,Arthropoda,Hexanauplia,Harpacticoida,Porcellidiidae,Porcellidium,Porcellidium,Porcellidium
5952,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,Porella,Porella
5959,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,Porelloides,Porella
5953,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,Porella alba,Porella alba
5954,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,Porella compressa,Porella compressa
5955,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,Porella concimna,Porella concinna
5956,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,Porella concinna,Porella concinna
5960,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,Porelloides laevis,Porella laevis
5957,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,Porella minuta,Porella minuta
5958,Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Porella,Porella struma,Porella struma
1198,Porifera,,,,,Calcareous sponge,Porifera
1199,Porifera,,,,,Calcareous Sponge,Porifera
5961,Porifera,,,,,Porifera,Porifera
5962,Porifera,,,,,PORIFERA,Porifera
5963,Porifera,,,,,PORIFERA Boring,Porifera
5964,Porifera,,,,,Porifera crusts,Porifera
6882,Porifera,,,,,Sponge,Porifera
5966,Mollusca,Bivalvia,,Poromyidae,Poromya,Poromya granulata,Poromya granulata
5968,Arthropoda,Malacostraca,Decapoda,Carcinidae,Portumnus,Portumnus latipes,Portumnus latipes
5969,Arthropoda,Malacostraca,Decapoda,Portunidae,,Portunidae,Portunidae
5970,Arthropoda,Malacostraca,Decapoda,Portunidae,,Portunidaeeniles,Portunidae
5971,Annelida,Polychaeta,Sabellida,Sabellidae,Potamethus,Potamethus murrayi,Potamethus murrayi
5972,Annelida,Polychaeta,Sabellida,Sabellidae,Potamilla,Potamilla,Potamilla
5973,Annelida,Polychaeta,Sabellida,Sabellidae,Potamilla,Potamilla neglecta,Potamilla neglecta
5974,Annelida,Polychaeta,Sabellida,Sabellidae,Potamilla,Potamilla torelli,Potamilla torelli
5975,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,Potamopyrgus,Potamopyrgus
5976,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,Potamopyrgus antipodarum,Potamopyrgus antipodarum
5977,Annelida,Clitellata,Haplotaxida,Naididae,Potamothrix,Potamothrix,Potamothrix
5978,Annelida,Clitellata,Haplotaxida,Naididae,Potamothrix,Potamothrix bavaricus,Potamothrix bavaricus
5979,Annelida,Clitellata,Haplotaxida,Naididae,Potamothrix,Potamothrix hammoniensis,Potamothrix hammoniensis
5980,Echinodermata,Echinoidea,Holasteroida,Pourtalesiidae,Pourtalesia,Pourtalesia jeffreysi,Pourtalesia jeffreysi
5981,Echinodermata,Echinoidea,Holasteroida,Pourtalesiidae,Pourtalesia,Pourtalesia wandeli,Pourtalesia miranda
5982,Echinodermata,Echinoidea,Holasteroida,Pourtalesiidae,,Pourtalesiidae,Pourtalesiidae
5983,Arthropoda,Malacostraca,Mysida,Mysidae,Praunus,Praunus,Praunus
5984,Arthropoda,Malacostraca,Mysida,Mysidae,Praunus,Praunus flexuosus,Praunus flexuosus
5985,Arthropoda,Malacostraca,Mysida,Mysidae,Praunus,Praunus inermis,Praunus inermis
5986,Arthropoda,Malacostraca,Mysida,Mysidae,Praunus,Praunus neglectus,Praunus neglectus
5987,Annelida,Polychaeta,,Maldanidae,,Praxilellainis,Praxillella
5988,Annelida,Polychaeta,,Maldanidae,Praxillella,Praxillella,Praxillella
5989,Annelida,Polychaeta,,Maldanidae,Praxillella,Praxillella affinis,Praxillella affinis
5990,Annelida,Polychaeta,,Maldanidae,Praxillella,Praxillellafinis,Praxillella affinis
